Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Mid,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,"Date On List"
GME,22.58,Put,21.5,2023-03-31,7,0.9,0.94,0.98,0.98,617,236,2.61,120.41%,-0.351296,2023-03-23
GME,22.58,Put,21.5,2023-03-24,0,0.2,0.22,0.23,0.23,1985,822,2.41,137.61%,-0.234898,2023-03-23
GME,22.37,Put,21.5,2023-04-14,3,0.15,0.16,0.17,0.15,3192,1796,1.78,58.29%,-0.216566,2023-04-10
GME,21.25,Put,21.5,2023-02-03,4,1.11,1.15,1.19,1.2,2305,708,3.26,114.92%,-0.513543,2023-01-30
GME,24.31,Put,21.5,2023-06-09,3,0.51,0.54,0.58,0.55,592,305,1.94,190.48%,-0.211886,2023-06-05
GME,21.99,Put,21.5,2023-05-19,2,0.21,0.22,0.24,0.21,1232,632,1.95,64.04%,-0.307032,2023-05-16
GME,22.82,Put,21.5,2023-02-03,7,0.71,0.73,0.75,0.69,681,226,3.01,105.49%,-0.313529,2023-01-27
GME,21.6,Put,21.5,2023-02-17,1,0.4,0.42,0.43,0.42,2197,597,3.68,104.34%,-0.454537,2023-02-16
GME,50.31,Put,21.5,2021-02-12,3,0.1,0.11,0.11,0.11,566,342,1.65,464.57%,N/A,2021-02-09
GME,20.79,Put,21.5,2023-01-20,2,0.97,1.13,1.28,1.05,1162,654,1.78,101.88%,-0.657431,2023-01-18
GME,20.98,Put,21.5,2023-08-04,0,0.42,0.51,0.6,0.5,1653,1127,1.47,60.10%,-0.778205,2023-08-04
GME,21.8,Put,21.5,2023-01-20,3,0.81,0.84,0.87,0.89,943,164,5.75,125.99%,-0.42817,2023-01-17
GME,23.98,Put,21.5,2023-03-31,6,0.42,0.44,0.45,0.46,2959,569,5.2,114.20%,-0.205115,2023-03-24
GME,21.6,Put,21.5,2023-02-24,8,0.9,0.98,1.06,0.92,730,215,3.4,76.95%,-0.458274,2023-02-16
GME,23.15,Put,22,2023-04-06,8,0.68,0.73,0.77,0.74,709,470,1.51,93.02%,-0.327984,2023-03-28
GME,22.25,Put,22,2023-02-10,7,0.92,0.98,1.04,0.98,1699,585,2.9,90.78%,-0.437046,2023-02-03
GME,26.11,Put,22,2023-07-21,43,1.46,1.56,1.66,1.58,5126,196,26.15,100.27%,-0.24666,2023-06-07
GME,24.54,Put,22,2022-10-28,8,0.44,0.46,0.48,0.45,1550,433,3.58,99.38%,-0.205998,2022-10-19
GME,25.04,Put,22,2022-09-30,6,0.3,0.33,0.37,0.34,576,263,2.19,112.56%,-0.165641,2022-09-23
GME,24.7,Put,22,2022-10-21,29,1.29,1.4,1.51,1.43,800,250,3.2,98.38%,-0.287096,2022-09-22
GME,17.23,Put,22,2023-10-20,37,4.9,5.15,5.4,5.1,552,236,2.34,71.20%,-0.829426,2023-09-12
GME,22.07,Put,22,2023-04-14,8,0.64,0.66,0.68,0.66,1507,869,1.73,54.16%,-0.464034,2023-04-05
GME,35.5,Put,22,2021-04-16,91,3.55,3.95,4.35,3.8,523,223,2.35,165.21%,N/A,2021-01-15
GME,23.15,Put,22,2023-04-21,23,1.37,1.41,1.45,1.41,979,457,2.14,86.81%,-0.361567,2023-03-28
GME,31.4,Put,22,2021-02-19,37,2,2.25,2.5,2.2,829,235,3.53,172.81%,N/A,2021-01-13
GME,16.12,Put,22,2021-01-15,43,7.9,8.15,8.4,8.16,4501,1509,2.98,183.68%,N/A,2020-12-03
GME,16.56,Put,22,2021-01-15,46,8.4,8.73,9.05,8.28,1586,177,8.96,193.33%,N/A,2020-11-30
GME,21.22,Put,22,2023-02-17,10,1.88,1.97,2.07,2.04,843,646,1.3,114.77%,-0.535894,2023-02-07
GME,26.95,Put,22,2023-06-30,16,0.18,0.25,0.31,0.26,1216,390,3.12,84.31%,-0.105745,2023-06-13
GME,25.29,Put,22,2022-12-16,17,0.97,1.01,1.05,1,1478,472,3.13,112.98%,-0.241973,2022-11-28
GME,76.79,Put,22,2021-02-05,11,0.81,0.91,1,0.85,555,308,1.8,0.00%,N/A,2021-01-25
GME,25.14,Put,22,2022-09-09,3,0.6,0.64,0.68,0.65,1000,144,6.94,212.08%,-0.214468,2022-09-06
GME,22.7,Put,22,2023-02-03,1,0.23,0.27,0.3,0.25,4136,1214,3.41,113.30%,-0.287856,2023-02-02
GME,25.56,Put,22,2022-12-09,3,0.17,0.19,0.2,0.19,17430,832,20.95,143.65%,-0.1114,2022-12-05
GME,21.99,Put,22,2023-02-24,7,0.75,0.79,0.83,0.82,1109,584,1.9,67.82%,-0.480226,2023-02-17
GME,24.04,Put,22,2022-09-16,9,1.3,1.34,1.38,1.39,1348,972,1.39,154.21%,-0.312289,2022-09-07
GME,21.66,Put,22,2023-01-27,4,1.29,1.32,1.35,1.3,4387,510,8.6,123.72%,-0.520985,2023-01-23
GME,65.01,Put,22,2021-02-05,14,0.43,0.48,0.52,0.49,530,350,1.51,0.00%,N/A,2021-01-22
GME,65.01,Put,22,2021-01-29,7,0.1,0.14,0.18,0.15,1086,599,1.81,0.00%,N/A,2021-01-22
GME,22.58,Put,22,2023-03-24,0,0.35,0.38,0.4,0.37,5766,3072,1.88,133.81%,-0.34067,2023-03-23
GME,22.35,Put,22,2023-04-06,1,0.21,0.22,0.24,0.22,4805,2477,1.94,79.90%,-0.344155,2023-04-04
GME,24.21,Put,22,2023-05-26,3,0.1,0.11,0.11,0.11,4281,2193,1.95,89.89%,-0.111211,2023-05-22
GME,24.31,Put,22,2023-06-09,3,0.69,0.74,0.78,0.75,1150,771,1.49,198.41%,-0.258773,2023-06-05
GME,22.5,Put,22,2023-04-06,6,0.57,0.59,0.6,0.61,1828,566,3.23,71.85%,-0.383119,2023-03-30
GME,25.46,Put,22,2022-10-07,7,0.3,0.33,0.36,0.33,621,277,2.24,110.99%,-0.151338,2022-09-29
GME,25.38,Put,22,2022-10-07,3,0.11,0.13,0.14,0.13,1978,1020,1.94,124.57%,-0.09274,2022-10-03
GME,22.82,Put,22,2023-02-03,7,0.88,0.92,0.95,0.92,1168,292,4,104.78%,-0.370845,2023-01-27
GME,25.16,Put,22,2022-12-02,10,0.6,0.65,0.7,0.69,711,531,1.34,120.19%,-0.218024,2022-11-21
GME,25.14,Put,22,2022-11-18,9,0.42,0.45,0.48,0.45,3405,1038,3.28,104.69%,-0.184325,2022-11-08
GME,26.39,Put,22,2022-10-14,8,0.15,0.16,0.18,0.18,1240,263,4.71,99.01%,-0.093613,2022-10-05
GME,108.73,Put,22,2021-03-05,8,0.24,0.26,0.28,0.3,1043,382,2.73,524.42%,N/A,2021-02-25
GME,23.98,Put,22,2023-03-31,6,0.56,0.61,0.65,0.62,7676,1466,5.24,119.01%,-0.259299,2023-03-24
GME,21.25,Put,22,2023-02-03,4,1.46,1.51,1.55,1.5,1620,711,2.28,120.78%,-0.582522,2023-01-30
GME,23.16,Put,22,2023-05-26,2,0.12,0.13,0.13,0.13,3219,2452,1.31,77.51%,-0.176504,2023-05-23
GME,25.16,Put,22,2022-11-25,3,0.15,0.16,0.18,0.17,1184,617,1.92,128.85%,-0.113161,2022-11-21
GME,23.17,Put,22,2023-04-14,10,0.43,0.45,0.47,0.45,549,378,1.45,62.31%,-0.285983,2023-04-03
GME,23.86,Put,22,2023-02-10,4,0.38,0.41,0.43,0.4,3334,1605,2.08,113.88%,-0.228369,2023-02-06
GME,22.68,Put,22,2023-06-16,6,0.65,0.66,0.67,0.67,3533,2426,1.46,85.77%,-0.367575,2023-06-09
GME,21.8,Put,22,2023-01-20,3,1.09,1.13,1.17,1.12,714,548,1.3,128.94%,-0.506879,2023-01-17
GME,22.82,Put,22,2023-03-17,48,3.1,3.23,3.35,3.25,1269,504,2.52,115.24%,-0.379192,2023-01-27
GME,22.4,Put,22,2023-04-14,7,0.35,0.38,0.41,0.37,3266,1620,2.02,45.21%,-0.370098,2023-04-07
GME,22.58,Put,22,2023-03-31,7,1.15,1.17,1.2,1.2,2569,949,2.71,120.34%,-0.403663,2023-03-23
GME,23.11,Put,22,2022-11-11,1,0.55,0.59,0.63,0.55,5041,2055,2.45,214.65%,-0.310241,2022-11-09
GME,23.91,Put,22,2023-07-28,16,0.36,0.39,0.42,0.38,1032,538,1.92,56.95%,-0.219361,2023-07-11
GME,26.11,Put,22,2023-06-09,1,0.55,0.58,0.61,0.6,5115,1667,3.07,405.13%,-0.180249,2023-06-07
GME,21.99,Put,22,2023-02-24,7,0.75,0.79,0.83,0.82,1109,584,1.9,67.82%,-0.480226,2023-02-20
GME,23.02,Put,22,2023-04-06,5,0.3,0.32,0.33,0.32,1921,1391,1.38,68.75%,-0.27068,2023-03-31
GME,25.35,Put,22,2022-10-14,6,0.19,0.22,0.24,0.22,1772,1275,1.39,102.46%,-0.125436,2022-10-07
GME,20.98,Put,22,2023-08-25,20,1.69,1.82,1.95,1.74,573,266,2.15,59.69%,-0.601257,2023-08-04
GME,22.4,Put,22,2023-04-14,7,0.35,0.38,0.41,0.37,3266,1620,2.02,45.21%,-0.370098,2023-04-06
GME,22.87,Put,22,2023-05-26,8,0.43,0.46,0.5,0.43,2160,526,4.11,60.28%,-0.312069,2023-05-17
GME,21.22,Put,22,2023-02-10,3,1.3,1.41,1.51,1.4,3396,2618,1.3,123.53%,-0.604068,2023-02-07
GME,21.99,Put,22,2023-05-19,2,0.42,0.44,0.47,0.43,1272,338,3.76,65.87%,-0.492156,2023-05-16
GME,50.31,Put,22,2021-02-12,3,0.1,0.12,0.14,0.14,1619,1232,1.31,470.98%,N/A,2021-02-09
GME,25.6,Put,22,2022-12-16,16,0.89,0.94,0.99,0.96,2722,1671,1.63,118.43%,-0.229288,2022-11-29
GME,24.04,Put,22,2022-09-09,2,0.79,0.84,0.89,0.88,5577,676,8.25,252.21%,-0.28468,2022-09-07
GME,22.87,Put,22,2023-05-19,1,0.11,0.12,0.13,0.12,2556,957,2.67,89.62%,-0.196822,2023-05-17
GME,22.25,Put,22.5,2023-02-10,7,1.21,1.3,1.39,1.3,504,382,1.32,95.57%,-0.505223,2023-02-03
GME,27.6,Put,22.5,2022-12-16,72,2.66,2.79,2.92,2.82,551,218,2.53,114.55%,-0.252963,2022-10-04
GME,23.11,Put,22.5,2023-01-20,71,4.55,4.63,4.7,4.75,10938,1992,5.49,126.37%,-0.368406,2022-11-09
GME,23.54,Put,22.5,2023-12-15,158,3.7,3.85,4,3.75,1467,1026,1.43,75.20%,-0.355066,2023-07-10
GME,22.25,Put,22.5,2023-02-03,0,0.25,0.32,0.39,0.27,1821,1019,1.79,21.84%,-0.835705,2023-02-03
GME,26.95,Put,22.5,2023-06-23,9,0.13,0.15,0.16,0.14,1862,705,2.64,86.44%,-0.079876,2023-06-13
GME,23.86,Put,22.5,2023-02-10,4,0.54,0.58,0.62,0.58,1981,589,3.36,117.49%,-0.293814,2023-02-06
GME,23.15,Put,22.5,2023-04-06,8,0.95,0.98,1.01,0.97,861,203,4.24,94.91%,-0.390027,2023-03-28
GME,22.7,Put,22.5,2023-02-03,1,0.43,0.47,0.51,0.43,1708,624,2.74,111.27%,-0.427475,2023-02-02
GME,23.54,Put,22.5,2023-07-14,3,0.1,0.12,0.13,0.12,1046,790,1.32,56.39%,-0.179607,2023-07-10
GME,23.39,Put,22.5,2022-12-09,2,0.78,0.82,0.85,0.82,1926,1545,1.25,179.51%,-0.359505,2022-12-06
GME,24.04,Put,22.5,2022-09-09,2,1.03,1.04,1.05,1.05,1417,805,1.76,249.58%,-0.32586,2022-09-07
GME,24.04,Put,22.5,2022-09-16,9,1.46,1.52,1.57,1.52,3673,1817,2.02,152.04%,-0.345037,2022-09-07
GME,24.05,Put,22.5,2023-06-09,8,1,1.05,1.1,1.07,674,187,3.6,127.22%,-0.325279,2023-05-31
GME,25.56,Put,22.5,2022-12-09,3,0.24,0.26,0.27,0.26,1563,283,5.52,141.92%,-0.145095,2022-12-05
GME,22.46,Put,22.5,2023-04-06,7,1,1.04,1.08,0.99,686,368,1.86,82.95%,-0.480715,2023-03-29
GME,22.35,Put,22.5,2023-04-14,9,0.9,0.92,0.94,0.92,960,515,1.86,60.94%,-0.505002,2023-04-04
GME,23.17,Put,22.5,2023-04-06,2,0.23,0.25,0.26,0.25,1814,1194,1.52,77.04%,-0.29212,2023-04-03
GME,27.36,Put,22.5,2022-09-09,7,0.29,0.34,0.39,0.35,658,190,3.46,134.85%,-0.126543,2022-09-05
GME,24.21,Put,22.5,2023-05-26,3,0.15,0.16,0.16,0.16,2314,880,2.63,84.46%,-0.158673,2023-05-22
GME,65.01,Put,22.5,2021-01-29,7,0.06,0.2,0.34,0.15,689,158,4.36,0.00%,N/A,2021-01-22
GME,22.68,Put,22.5,2023-06-16,6,0.87,0.92,0.97,0.9,1951,1472,1.33,86.21%,-0.446889,2023-06-09
GME,23.02,Put,22.5,2023-06-30,3,0.27,0.3,0.32,0.29,1303,998,1.31,62.15%,-0.329911,2023-06-26
GME,21.25,Put,22.5,2023-02-10,11,2.3,2.38,2.45,2.45,504,249,2.02,117.18%,-0.56933,2023-01-30
GME,26.11,Put,22.5,2023-06-09,1,0.69,0.73,0.76,0.76,1560,766,2.04,412.96%,-0.212677,2023-06-07
GME,23.98,Put,22.5,2023-03-31,6,0.72,0.77,0.83,0.75,6502,740,8.79,115.42%,-0.305395,2023-03-24
GME,23.16,Put,22.5,2023-05-26,2,0.22,0.24,0.26,0.24,3243,1930,1.68,74.86%,-0.289813,2023-05-23
GME,39.91,Put,22.5,2021-01-22,8,0.38,0.56,0.74,0.67,578,132,4.38,0.00%,N/A,2021-01-14
GME,22.69,Put,22.5,2023-04-14,2,0.35,0.37,0.39,0.39,8792,3304,2.66,72.16%,-0.425312,2023-04-11
GME,22.4,Put,22.5,2023-04-14,7,0.62,0.64,0.66,0.61,2462,1159,2.12,48.26%,-0.508997,2023-04-07
GME,23.05,Put,22.5,2023-05-26,7,0.46,0.49,0.51,0.48,1020,406,2.51,58.04%,-0.362821,2023-05-18
GME,24.32,Put,22.5,2023-12-15,176,3.7,3.88,4.05,3.85,884,277,3.19,77.61%,-0.327398,2023-06-22
GME,26.51,Put,22.5,2022-11-11,6,0.11,0.13,0.15,0.13,681,280,2.43,96.69%,-0.082445,2022-11-04
GME,26.11,Put,22.5,2023-06-16,8,0.89,0.93,0.96,0.9,1622,493,3.29,158.77%,-0.225175,2023-06-07
GME,22.87,Put,22.5,2023-05-19,1,0.25,0.27,0.28,0.25,3471,742,4.68,86.51%,-0.349909,2023-05-17
GME,23.17,Put,22.5,2023-04-14,10,0.62,0.65,0.67,0.65,1053,180,5.85,63.63%,-0.366226,2023-04-03
GME,22.26,Put,22.5,2022-12-09,1,1.64,1.67,1.71,1.7,5000,1859,2.69,338.18%,-0.488676,2022-12-07
GME,22.58,Put,22.5,2023-03-24,0,0.57,0.6,0.62,0.62,9488,1059,8.96,141.39%,-0.465554,2023-03-23
GME,22.4,Put,22.5,2023-04-14,7,0.62,0.64,0.66,0.61,2462,1159,2.12,48.26%,-0.508997,2023-04-06
GME,22.67,Put,22.5,2022-12-23,11,1.45,1.48,1.52,1.4,830,167,4.97,101.17%,-0.445917,2022-12-12
GME,53.5,Put,22.5,2021-02-12,8,1.41,1.71,2,1.6,1427,306,4.66,427.28%,N/A,2021-02-04
GME,23.02,Put,22.5,2023-04-06,5,0.48,0.51,0.54,0.5,1316,664,1.98,69.32%,-0.371024,2023-03-31
GME,24.71,Put,22.5,2022-10-28,3,0.17,0.19,0.2,0.19,712,425,1.68,104.69%,-0.149828,2022-10-24
GME,27.36,Put,22.5,2022-09-09,7,0.29,0.34,0.39,0.35,658,190,3.46,134.85%,-0.126543,2022-09-02
GME,90,Put,22.5,2021-02-05,3,0.63,0.66,0.69,0.6,882,587,1.5,740.11%,N/A,2021-02-02
GME,23.04,Put,22.5,2023-07-28,3,0.32,0.34,0.36,0.36,1362,1018,1.34,72.21%,-0.344375,2023-07-24
GME,22.58,Put,22.5,2023-03-31,7,1.44,1.46,1.49,1.48,2002,499,4.01,122.92%,-0.456158,2023-03-23
GME,23.11,Put,22.5,2022-11-11,1,0.67,0.73,0.78,0.7,1965,1356,1.45,205.01%,-0.380635,2022-11-09
GME,22.68,Put,22.5,2023-06-23,13,1.12,1.22,1.31,1.25,502,122,4.11,79.82%,-0.445216,2023-06-09
GME,23.17,Put,22.5,2023-08-04,15,0.66,0.73,0.79,0.66,504,133,3.79,52.87%,-0.365607,2023-07-19
GME,23.86,Put,23,2023-02-10,4,0.75,0.79,0.84,0.81,1606,183,8.78,122.26%,-0.361596,2023-02-06
GME,23.86,Put,23,2023-02-17,11,1.4,1.47,1.54,1.45,1062,313,3.39,114.93%,-0.386106,2023-02-06
GME,25.14,Put,23,2022-09-09,3,0.88,0.92,0.95,0.95,1244,664,1.87,210.13%,-0.286651,2022-09-06
GME,24.31,Put,23,2023-06-09,3,1.15,1.19,1.24,1.2,1099,514,2.14,208.73%,-0.348538,2023-06-05
GME,22.25,Put,23,2023-02-03,0,0.66,0.94,1.22,0.9,2401,970,2.48,90.81%,-0.750959,2023-02-03
GME,24.7,Put,23,2022-09-30,8,0.62,0.68,0.73,0.64,1363,530,2.57,94.07%,-0.279292,2022-09-22
GME,24.64,Put,23,2023-06-16,13,1.15,1.19,1.22,1.17,1388,697,1.99,105.78%,-0.325434,2023-06-02
GME,23.87,Put,23,2023-03-24,2,0.88,0.91,0.93,0.95,10556,183,57.68,187.45%,-0.367474,2023-03-22
GME,20.08,Put,23,2022-12-30,7,2.83,3.07,3.3,3.1,927,503,1.84,90.79%,-0.8455,2022-12-23
GME,65.01,Put,23,2021-03-19,56,1.99,2.49,2.98,2.18,2916,164,17.78,236.52%,N/A,2021-01-22
GME,26.62,Put,23,2022-11-11,8,0.28,0.3,0.31,0.31,652,155,4.21,100.05%,-0.143415,2022-11-02
GME,23,Put,23,2023-03-31,3,0.83,0.85,0.87,0.85,4130,3277,1.26,102.73%,-0.480048,2023-03-27
GME,22.46,Put,23,2023-04-06,7,1.31,1.33,1.35,1.34,899,481,1.87,84.41%,-0.555243,2023-03-29
GME,25.04,Put,23,2022-10-07,13,0.95,1.01,1.07,1.03,1138,238,4.78,104.37%,-0.296794,2022-09-23
GME,23.15,Put,23,2023-04-06,8,1.18,1.23,1.27,1.25,1063,360,2.95,98.02%,-0.450966,2023-03-28
GME,22.7,Put,23,2023-02-03,1,0.72,0.77,0.83,0.73,2195,935,2.35,119.25%,-0.570512,2023-02-02
GME,24.04,Put,23,2022-09-16,9,1.63,1.7,1.77,1.72,1627,1231,1.32,150.15%,-0.379218,2022-09-07
GME,24.7,Put,23,2022-09-23,1,0.09,0.11,0.12,0.11,1159,510,2.27,125.39%,-0.131283,2022-09-22
GME,22.35,Put,23,2023-04-14,9,1.2,1.23,1.25,1.24,566,425,1.33,62.85%,-0.591977,2023-04-04
GME,25.56,Put,23,2022-12-09,3,0.35,0.37,0.39,0.37,1911,836,2.29,143.54%,-0.189883,2022-12-05
GME,24.57,Put,23,2023-06-02,2,0.18,0.2,0.21,0.19,2086,1492,1.4,102.51%,-0.181004,2023-05-30
GME,25.46,Put,23,2022-10-07,7,0.51,0.54,0.57,0.55,2792,1426,1.96,109.78%,-0.227245,2022-09-29
GME,24.21,Put,23,2023-06-02,10,0.62,0.68,0.73,0.69,1481,1163,1.27,77.74%,-0.318428,2023-05-22
GME,23.39,Put,23,2023-03-17,100,4.95,5.08,5.2,5.05,1047,803,1.3,112.76%,-0.367835,2022-12-06
GME,24.58,Put,23,2023-06-23,2,0.08,0.09,0.1,0.1,3425,813,4.21,82.20%,-0.129956,2023-06-20
GME,24.3,Put,23,2023-06-16,3,0.24,0.28,0.31,0.29,2557,2009,1.27,90.65%,-0.237397,2023-06-12
GME,65.01,Put,23,2021-01-29,7,0.15,0.17,0.19,0.17,1105,468,2.36,0.00%,N/A,2021-01-22
GME,23.98,Put,23,2023-03-31,6,0.94,0.99,1.04,0.97,5470,1532,3.57,117.72%,-0.360844,2023-03-24
GME,27.36,Put,23,2022-09-09,7,0.38,0.43,0.48,0.45,512,275,1.86,135.69%,-0.153869,2022-09-05
GME,23.54,Put,23,2023-07-14,3,0.21,0.22,0.23,0.23,1731,1179,1.47,53.77%,-0.305747,2023-07-10
GME,23.35,Put,23,2023-05-26,0,0.14,0.15,0.16,0.14,3363,2024,1.66,58.71%,-0.303512,2023-05-25
GME,22.71,Put,23,2023-07-07,0,0.2,0.28,0.36,0.26,1985,1315,1.51,38.25%,-0.733854,2023-07-07
GME,147.98,Put,23,2021-02-05,10,0.69,0.79,0.9,0.8,657,421,1.56,0.00%,N/A,2021-01-26
GME,25.99,Put,23,2022-10-21,14,0.76,0.79,0.83,0.81,4221,246,17.16,102.74%,-0.237843,2022-10-06
GME,22.69,Put,23,2023-04-14,2,0.63,0.65,0.67,0.65,2231,1237,1.8,71.53%,-0.589438,2023-04-11
GME,21.25,Put,23,2023-02-03,4,2.24,2.32,2.4,2.3,1219,386,3.16,134.42%,-0.687922,2023-01-30
GME,23.27,Put,23,2023-05-26,1,0.25,0.28,0.3,0.25,3030,2291,1.32,76.72%,-0.376864,2023-05-24
GME,22.63,Put,23,2022-12-09,0,0.26,0.32,0.38,0.35,7220,3611,2,23.29%,-0.909795,2022-12-09
GME,39.91,Put,23,2021-01-22,8,0.6,0.66,0.72,0.66,803,429,1.87,0.00%,N/A,2021-01-14
GME,26.11,Put,23,2023-06-09,1,0.85,0.88,0.9,0.85,3614,1566,2.31,399.08%,-0.238152,2023-06-07
GME,22.82,Put,23,2023-01-27,0,0.15,0.34,0.52,0.22,1319,486,2.71,22.90%,-0.741885,2023-01-27
GME,26.6,Put,23,2022-12-16,14,0.86,0.92,0.97,0.98,1017,506,2.01,118.54%,-0.227207,2022-12-01
GME,20.08,Put,23,2022-12-30,7,2.83,3.07,3.3,3.1,927,503,1.84,90.79%,-0.8455,2022-12-26
GME,23.05,Put,23,2023-05-26,7,0.67,0.72,0.76,0.67,728,380,1.92,55.41%,-0.469399,2023-05-18
GME,25.76,Put,23,2022-11-11,3,0.12,0.14,0.16,0.14,1327,846,1.57,106.92%,-0.111105,2022-11-07
GME,22.58,Put,23,2023-03-31,7,1.75,1.78,1.8,1.78,2674,1197,2.23,124.96%,-0.506394,2023-03-23
GME,23.11,Put,23,2022-11-18,8,1.69,1.78,1.87,1.8,2706,1731,1.56,137.10%,-0.448943,2022-11-09
GME,23.39,Put,23,2022-12-09,2,1.05,1.08,1.1,1.1,4114,2084,1.97,188.15%,-0.424011,2022-12-06
GME,22.82,Put,23,2023-02-03,7,1.41,1.48,1.55,1.46,752,169,4.45,108.93%,-0.488953,2023-01-27
GME,22.22,Put,23,2023-08-04,7,1.11,1.24,1.36,1.19,789,327,2.41,59.99%,-0.6429,2023-07-27
GME,26.95,Put,23,2023-06-23,9,0.14,0.17,0.19,0.18,549,356,1.54,84.00%,-0.100925,2023-06-13
GME,21.66,Put,23,2023-01-27,4,1.96,2.08,2.19,2.15,564,291,1.94,148.65%,-0.620135,2023-01-23
GME,25.14,Put,23,2022-11-11,2,0.21,0.22,0.22,0.22,7399,1450,5.1,129.75%,-0.164439,2022-11-08
GME,22.83,Put,23,2023-07-07,0,0.32,0.35,0.38,0.32,2296,1438,1.6,47.71%,-0.61133,2023-07-06
GME,24.04,Put,23,2022-09-09,2,1.24,1.28,1.31,1.26,4334,1295,3.35,249.73%,-0.369834,2022-09-07
GME,24.21,Put,23,2023-05-26,3,0.26,0.27,0.28,0.27,3544,886,4,84.56%,-0.238225,2023-05-22
GME,22.87,Put,23,2023-06-16,29,2.16,2.23,2.29,2.2,566,191,2.96,84.87%,-0.456182,2023-05-17
GME,22.87,Put,23,2023-06-02,15,1.32,1.44,1.55,1.47,1121,213,5.26,77.00%,-0.479274,2023-05-17
GME,22.58,Put,23,2023-03-24,0,0.86,0.91,0.96,0.92,8964,2776,3.23,146.38%,-0.580448,2023-03-23
GME,23.02,Put,23,2023-04-06,5,0.7,0.74,0.77,0.73,2384,833,2.86,69.53%,-0.476914,2023-03-31
GME,35.5,Put,23,2021-01-22,7,0.2,0.5,0.8,0.53,1314,742,1.77,0.00%,N/A,2021-01-15
GME,22.26,Put,23,2022-12-09,1,1.95,2.05,2.15,2,5171,3491,1.48,339.97%,-0.537592,2022-12-07
GME,27.36,Put,23,2022-09-09,7,0.38,0.43,0.48,0.45,512,275,1.86,135.69%,-0.153869,2022-09-02
GME,24.79,Put,23,2022-12-09,0,0.11,0.11,0.12,0.12,5227,3490,1.5,134.31%,-0.133441,2022-12-08
GME,23.25,Put,23.5,2023-06-02,6,0.8,0.84,0.87,0.84,746,505,1.48,60.05%,-0.536767,2023-05-29
GME,25.16,Put,23.5,2022-11-25,3,0.4,0.43,0.46,0.45,1147,161,7.12,123.54%,-0.252068,2022-11-21
GME,23.86,Put,23.5,2023-02-10,4,1.02,1.06,1.09,1.06,841,259,3.25,125.15%,-0.426715,2023-02-06
GME,24.7,Put,23.5,2022-09-23,1,0.13,0.17,0.2,0.13,677,370,1.83,104.64%,-0.174167,2022-09-22
GME,22.25,Put,23.5,2023-02-03,0,1.16,1.54,1.92,1.32,942,232,4.06,93.29%,-0.864978,2023-02-03
GME,23,Put,23.5,2023-04-06,9,1.58,1.61,1.63,1.56,530,309,1.72,93.10%,-0.527032,2023-03-27
GME,25.56,Put,23.5,2022-12-09,3,0.47,0.5,0.53,0.5,1528,249,6.14,144.02%,-0.238517,2022-12-05
GME,23.91,Put,23.5,2023-07-14,2,0.2,0.22,0.24,0.22,1633,898,1.82,56.22%,-0.329151,2023-07-11
GME,24.57,Put,23.5,2023-06-02,2,0.27,0.29,0.31,0.29,2758,775,3.56,98.73%,-0.2581,2023-05-30
GME,25.14,Put,23.5,2022-11-11,2,0.27,0.3,0.32,0.31,2701,557,4.85,126.00%,-0.22005,2022-11-08
GME,23.98,Put,23.5,2023-03-31,6,1.16,1.18,1.2,1.22,1072,599,1.79,116.61%,-0.415199,2023-03-24
GME,24.58,Put,23.5,2023-06-23,2,0.14,0.15,0.16,0.14,1753,734,2.39,71.73%,-0.190065,2023-06-20
GME,23.46,Put,23.5,2023-07-21,7,0.63,0.65,0.67,0.65,2689,1307,2.06,49.37%,-0.491889,2023-07-13
GME,24.63,Put,23.5,2022-10-21,6,0.52,0.57,0.61,0.59,579,361,1.6,86.57%,-0.31467,2022-10-14
GME,22.58,Put,23.5,2023-03-31,7,2.08,2.13,2.18,2.19,885,506,1.75,129.05%,-0.551903,2023-03-23
GME,22.58,Put,23.5,2023-03-24,0,1.25,1.3,1.34,1.27,3997,1802,2.22,150.86%,-0.680548,2023-03-23
GME,23.25,Put,23.5,2023-05-26,0,0.11,0.25,0.38,0.2,3031,1122,2.7,48.72%,-0.657627,2023-05-26
GME,25.27,Put,23.5,2022-10-14,2,0.28,0.3,0.32,0.31,1159,799,1.45,131.10%,-0.212297,2022-10-11
GME,22.63,Put,23.5,2022-12-09,0,0.8,0.88,0.96,0.88,5002,2665,1.88,44.53%,-0.948059,2022-12-09
GME,23.35,Put,23.5,2023-06-02,7,0.82,0.86,0.89,0.87,618,246,2.51,62.12%,-0.509055,2023-05-25
GME,23.25,Put,23.5,2023-06-02,6,0.8,0.84,0.87,0.84,746,505,1.48,60.05%,-0.536767,2023-05-26
GME,24.3,Put,23.5,2023-06-16,3,0.4,0.44,0.48,0.46,2372,614,3.86,92.63%,-0.328175,2023-06-12
GME,23.16,Put,23.5,2023-05-26,2,0.75,0.8,0.85,0.84,2020,1147,1.76,95.75%,-0.566391,2023-05-23
GME,23.39,Put,23.5,2022-12-09,2,1.31,1.34,1.37,1.37,2828,1351,2.09,190.33%,-0.484706,2022-12-06
