Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Mid,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,"Date On List"
GME,246.9,Call,220,2021-03-12,3,42.55,44.28,46,46,1167,918,1.27,365.59%,N/A,2021-03-09
GME,246.9,Call,500,2021-03-12,3,3.4,3.53,3.65,3.6,5427,2766,1.96,488.20%,N/A,2021-03-09
GME,246.9,Call,550,2021-03-12,3,2.15,2.56,2.97,2.94,887,531,1.67,513.97%,N/A,2021-03-09
GME,246.9,Call,230,2021-03-12,3,38.4,39.7,41,39.4,2311,406,5.69,351.82%,N/A,2021-03-09
GME,246.9,Call,350,2021-03-12,3,10.3,10.8,11.3,11.23,3172,1569,2.02,426.43%,N/A,2021-03-09
GME,246.9,Call,225,2021-03-12,3,39.05,41.03,43,42.9,1468,978,1.5,361.81%,N/A,2021-03-09
GME,246.9,Call,255,2021-03-12,3,27.5,28.75,30,27.5,968,369,2.62,347.24%,N/A,2021-03-09
GME,246.9,Call,350,2021-04-16,37,68.8,70.55,72.3,69.75,1932,702,2.75,316.55%,N/A,2021-03-09
GME,246.9,Call,285,2021-03-12,3,19.6,20.85,22.1,20.75,517,226,2.29,384.10%,N/A,2021-03-09
GME,246.9,Call,400,2021-03-12,3,7,7.2,7.4,7.32,3756,2850,1.32,449.45%,N/A,2021-03-09
GME,246.9,Call,305,2021-03-12,3,15.7,16.75,17.8,17.35,646,122,5.3,402.91%,N/A,2021-03-09
GME,246.9,Call,275,2021-03-12,3,22.4,23.42,24.45,22,2057,262,7.85,380.84%,N/A,2021-03-09
GME,246.9,Call,260,2021-03-12,3,26.2,27.1,28,26.57,1492,191,7.81,358.42%,N/A,2021-03-09
GME,246.9,Call,245,2021-03-12,3,31.45,32.23,33,32.05,1330,182,7.31,351.00%,N/A,2021-03-09
GME,246.9,Call,235,2021-03-12,3,34.8,36.9,39,34.1,1898,214,8.87,352.50%,N/A,2021-03-09
GME,246.9,Call,280,2021-03-12,3,20.7,21.85,23,22,765,374,2.05,381.97%,N/A,2021-03-09
GME,246.9,Call,240,2021-03-12,3,32.9,34.38,35.85,34.9,3710,583,6.36,357.40%,N/A,2021-03-09
GME,265,Call,20,2021-03-19,8,241.7,243.75,245.8,242.45,820,105,7.81,897.03%,N/A,2021-03-10
GME,265,Call,12,2021-04-16,36,248.4,251.85,255.3,252.35,3651,534,6.84,654.44%,N/A,2021-03-10
GME,265,Call,325,2021-03-12,2,16.75,17.9,19.05,16.7,2952,313,9.43,476.16%,N/A,2021-03-10
GME,265,Call,290,2021-03-12,2,23.5,24.9,26.3,25,2569,268,9.59,443.21%,N/A,2021-03-10
GME,265,Call,330,2021-03-12,2,16,17.25,18.5,17,2794,374,7.47,478.88%,N/A,2021-03-10
GME,265,Call,335,2021-03-12,2,14.85,15.93,17,16.55,859,124,6.93,487.24%,N/A,2021-03-10
GME,265,Call,450,2021-03-12,2,7.3,7.73,8.15,8.1,4541,558,8.14,589.64%,N/A,2021-03-10
GME,265,Call,15,2021-04-16,36,245.4,248.88,252.35,247.95,1461,230,6.35,597.02%,N/A,2021-03-10
GME,265,Call,320,2021-03-12,2,17.55,18.28,19,17.8,2272,406,5.6,458.92%,N/A,2021-03-10
GME,265,Call,295,2021-03-12,2,21.4,22.8,24.2,23.6,2129,323,6.59,445.86%,N/A,2021-03-10
GME,265,Call,355,2021-03-12,2,12.25,13.7,15.15,13.95,743,122,6.09,503.07%,N/A,2021-03-10
GME,265,Call,350,2021-03-12,2,13.5,14.05,14.6,14.6,11301,1876,6.02,500.04%,N/A,2021-03-10
GME,265,Call,375,2021-03-12,2,10.8,11.83,12.85,12.05,707,106,6.67,520.74%,N/A,2021-03-10
GME,265,Call,305,2021-03-12,2,19.85,21.65,23.45,21.7,1842,276,6.67,459.63%,N/A,2021-03-10
GME,265,Call,280,2021-03-12,2,25.4,27.08,28.75,27.5,2489,595,4.18,430.43%,N/A,2021-03-10
GME,265,Call,5,2022-01-21,317,249,257.75,266.5,254.4,710,226,3.14,0.00%,N/A,2021-03-10
GME,265,Call,265,2021-03-12,2,31.95,32.83,33.7,32.75,1332,303,4.4,420.19%,N/A,2021-03-10
GME,265,Call,302.5,2021-03-12,2,21,22,23,22.7,575,131,4.39,463.43%,N/A,2021-03-10
GME,265,Call,285,2021-03-12,2,22.95,25.23,27.5,26.4,1242,303,4.1,439.36%,N/A,2021-03-10
GME,265,Call,370,2021-03-12,2,11.1,12.52,13.95,12.45,512,103,4.97,515.84%,N/A,2021-03-10
GME,265,Call,410,2021-03-12,2,9.45,10.27,11.1,10,642,173,3.71,557.37%,N/A,2021-03-10
GME,265,Call,332.5,2021-03-12,2,14.9,16.53,18.15,16.6,614,130,4.72,480.65%,N/A,2021-03-10
GME,265,Call,440,2021-03-12,2,7.25,8.4,9.55,7.65,665,176,3.78,563.98%,N/A,2021-03-10
GME,265,Call,400,2021-03-12,2,10,10.13,10.25,10.7,12356,3527,3.5,540.32%,N/A,2021-03-10
GME,265,Call,340,2021-03-12,2,14.1,15.43,16.75,16,1974,587,3.36,493.59%,N/A,2021-03-10
GME,265,Call,720,2021-03-12,2,1.39,2.27,3.15,2.87,615,210,2.93,729.06%,N/A,2021-03-10
GME,265,Call,300,2021-03-12,2,22,22.25,22.5,22.2,24702,7011,3.52,447.37%,N/A,2021-03-10
GME,265,Call,420,2021-03-12,2,7.95,9.2,10.45,9,2125,605,3.51,556.97%,N/A,2021-03-10
GME,265,Call,700,2021-03-12,2,3.1,3.15,3.2,2.87,3697,1189,3.11,725.70%,N/A,2021-03-10
GME,265,Call,550,2021-03-12,2,4,5.15,6.3,5.2,1506,490,3.07,653.84%,N/A,2021-03-10
GME,265,Call,250,2021-03-12,2,36.15,38.05,39.95,39.5,6252,3231,1.94,415.11%,N/A,2021-03-10
GME,265,Call,650,2021-03-12,2,3,3.43,3.85,3.65,1085,464,2.34,703.69%,N/A,2021-03-10
GME,265,Call,530,2021-03-12,2,5.15,5.88,6.6,5.3,603,252,2.39,633.25%,N/A,2021-03-10
GME,265,Call,600,2021-03-12,2,4.15,4.28,4.4,4.57,4832,1715,2.82,678.76%,N/A,2021-03-10
GME,265,Call,297.5,2021-03-12,2,21.2,23.03,24.85,22.6,770,475,1.62,442.85%,N/A,2021-03-10
GME,265,Call,720,2021-03-12,2,1.39,2.27,3.15,2.87,615,210,2.93,729.06%,N/A,2021-03-10
GME,265,Call,270,2021-03-12,2,29,30.5,32,30.35,2396,788,3.04,416.75%,N/A,2021-03-10
GME,265,Call,500,2021-03-12,2,5.9,6.45,7,6.25,9614,3149,3.05,620.27%,N/A,2021-03-10
GME,265,Call,550,2021-03-12,2,4,5.15,6.3,5.2,1506,490,3.07,653.84%,N/A,2021-03-10
GME,265,Call,700,2021-03-12,2,3.1,3.15,3.2,2.87,3697,1189,3.11,725.70%,N/A,2021-03-10
GME,265,Call,5,2022-01-21,317,249,257.75,266.5,254.4,710,226,3.14,0.00%,N/A,2021-03-10
GME,265,Call,340,2021-03-12,2,14.1,15.43,16.75,16,1974,587,3.36,493.59%,N/A,2021-03-10
GME,265,Call,420,2021-03-12,2,7.95,9.2,10.45,9,2125,605,3.51,556.97%,N/A,2021-03-10
GME,265,Call,300,2021-03-12,2,22,22.25,22.5,22.2,24702,7011,3.52,447.37%,N/A,2021-03-10
GME,265,Call,410,2021-03-12,2,9.45,10.27,11.1,10,642,173,3.71,557.37%,N/A,2021-03-10
GME,265,Call,285,2021-03-12,2,22.95,25.23,27.5,26.4,1242,303,4.1,439.36%,N/A,2021-03-10
GME,265,Call,280,2021-03-12,2,25.4,27.08,28.75,27.5,2489,595,4.18,430.43%,N/A,2021-03-10
GME,265,Call,302.5,2021-03-12,2,21,22,23,22.7,575,131,4.39,463.43%,N/A,2021-03-10
GME,265,Call,332.5,2021-03-12,2,14.9,16.53,18.15,16.6,614,130,4.72,480.65%,N/A,2021-03-10
GME,265,Call,370,2021-03-12,2,11.1,12.52,13.95,12.45,512,103,4.97,515.84%,N/A,2021-03-10
GME,265,Call,320,2021-03-12,2,17.55,18.28,19,17.8,2272,406,5.6,458.92%,N/A,2021-03-10
GME,265,Call,350,2021-03-12,2,13.5,14.05,14.6,14.6,11301,1876,6.02,500.04%,N/A,2021-03-10
GME,265,Call,355,2021-03-12,2,12.25,13.7,15.15,13.95,743,122,6.09,503.07%,N/A,2021-03-10
GME,265,Call,295,2021-03-12,2,21.4,22.8,24.2,23.6,2129,323,6.59,445.86%,N/A,2021-03-10
GME,265,Call,305,2021-03-12,2,19.85,21.65,23.45,21.7,1842,276,6.67,459.63%,N/A,2021-03-10
GME,265,Call,335,2021-03-12,2,14.85,15.93,17,16.55,859,124,6.93,487.24%,N/A,2021-03-10
GME,265,Call,330,2021-03-12,2,16,17.25,18.5,17,2794,374,7.47,478.88%,N/A,2021-03-10
GME,265,Call,450,2021-03-12,2,7.3,7.73,8.15,8.1,4541,558,8.14,589.64%,N/A,2021-03-10
GME,265,Call,325,2021-03-12,2,16.75,17.9,19.05,16.7,2952,313,9.43,476.16%,N/A,2021-03-10
GME,265,Call,290,2021-03-12,2,23.5,24.9,26.3,25,2569,268,9.59,443.21%,N/A,2021-03-10
GME,265,Call,275,2021-03-12,2,28.5,29.45,30.4,28.63,1945,1386,1.4,420.55%,N/A,2021-03-10
GME,265,Call,380,2021-03-12,2,10.4,11.4,12.4,11.7,577,290,1.99,526.05%,N/A,2021-03-10
GME,260,Call,350,2021-03-12,1,3.25,3.5,3.75,3.5,5029,3506,1.43,450.38%,N/A,2021-03-11
GME,260,Call,260,2021-03-12,1,13.35,14.18,15,14,3019,1111,2.72,258.07%,N/A,2021-03-11
GME,260,Call,300,2021-03-12,1,6.15,6.38,6.6,6.5,14605,8531,1.71,353.68%,N/A,2021-03-11
GME,260,Call,650,2021-04-16,35,38.3,42.2,46.1,41.91,3391,299,11.34,339.00%,N/A,2021-03-11
GME,260,Call,600,2021-04-16,35,43,46.58,50.15,46.61,3499,2819,1.24,340.14%,N/A,2021-03-11
GME,260,Call,650,2021-03-19,7,12,12.95,13.9,12.35,2435,477,5.1,505.77%,N/A,2021-03-11
GME,260,Call,12,2021-04-16,35,238,243.65,249.3,253.65,1350,533,2.53,578.29%,N/A,2021-03-11
GME,260,Call,560,2021-03-19,7,15.4,16.43,17.45,16,509,257,1.98,489.09%,N/A,2021-03-11
GME,260,Call,260,2021-03-19,7,55.9,57.88,59.85,57.5,923,717,1.29,405.57%,N/A,2021-03-11
GME,260,Call,400,2021-03-12,1,2.5,2.62,2.74,2.8,7287,5751,1.27,545.17%,N/A,2021-03-11
