Date,Open,High,Low,Close,Adj Close,Volume
2020-06-30,43.400002,43.599998,42.099998,42.900002,42.900002,365340
2020-07-01,42.599998,46.000000,42.599998,45.700001,45.700001,491450
2020-07-02,46.900002,46.900002,44.700001,45.299999,45.299999,390840
2020-07-06,46.200001,46.400002,41.299999,42.799999,42.799999,548970
2020-07-07,41.799999,42.900002,40.799999,41.299999,41.299999,266760
2020-07-08,44.900002,45.200001,42.000000,44.299999,44.299999,558680
2020-07-09,44.799999,46.000000,41.799999,45.700001,45.700001,422570
2020-07-10,43.900002,46.000000,43.799999,46.000000,46.000000,330610
2020-07-13,47.599998,48.200001,42.500000,42.599998,42.599998,446480
2020-07-14,42.500000,42.700001,41.000000,42.200001,42.200001,329140
2020-07-15,43.700001,45.799999,42.200001,45.000000,45.000000,483070
2020-07-16,43.299999,44.799999,43.099998,43.799999,43.799999,199750
2020-07-17,43.599998,43.700001,42.000000,42.700001,42.700001,210170
2020-07-20,42.099998,42.299999,40.700001,41.500000,41.500000,239310
2020-07-21,41.500000,42.400002,40.799999,41.500000,41.500000,192590
2020-07-22,41.000000,41.700001,40.000000,40.299999,40.299999,279880
2020-07-23,40.799999,41.799999,40.000000,40.599998,40.599998,361430
2020-07-24,40.000000,41.799999,39.599998,40.000000,40.000000,328240
2020-07-27,40.099998,40.299999,38.099998,38.700001,38.700001,298050
2020-07-28,38.500000,42.500000,38.400002,41.500000,41.500000,622660
2020-07-29,40.700001,42.000000,39.500000,41.599998,41.599998,548940
2020-07-30,41.200001,43.400002,40.599998,41.200001,41.200001,369910
2020-07-31,40.799999,41.500000,39.500000,40.400002,40.400002,258490
2020-08-03,40.500000,42.000000,38.599998,41.099998,41.099998,404710
2020-08-04,40.700001,42.400002,40.599998,41.000000,41.000000,326780
2020-08-05,40.799999,41.700001,40.700001,41.500000,41.500000,169150
2020-08-06,41.099998,42.400002,39.900002,41.400002,41.400002,374260
2020-08-07,41.400002,52.599998,40.900002,47.500000,47.500000,2491740
2020-08-10,46.500000,47.400002,43.500000,44.700001,44.700001,504820
2020-08-11,47.000000,48.500000,45.400002,45.599998,45.599998,579480
2020-08-12,46.200001,47.599998,45.599998,46.400002,46.400002,245790
2020-08-13,51.000000,57.700001,48.200001,53.099998,53.099998,2325920
2020-08-14,55.599998,56.299999,50.500000,55.400002,55.400002,1205580
2020-08-17,57.200001,58.500000,54.299999,56.000000,56.000000,715920
2020-08-18,55.700001,55.700001,51.299999,53.500000,53.500000,579070
2020-08-19,53.400002,54.700001,51.799999,53.900002,53.900002,572830
2020-08-20,55.700001,57.799999,53.000000,56.900002,56.900002,1372840
2020-08-21,56.799999,56.799999,51.799999,51.900002,51.900002,821690
2020-08-24,53.500000,54.500000,49.400002,54.099998,54.099998,849820
2020-08-25,54.599998,55.799999,52.099998,55.400002,55.400002,529690
2020-08-26,54.500000,56.700001,53.299999,56.000000,56.000000,441940
2020-08-27,58.099998,71.000000,57.000000,65.199997,65.199997,3192120
2020-08-28,64.900002,65.400002,61.099998,63.000000,63.000000,988270
2020-08-31,63.299999,64.500000,57.599998,58.799999,58.799999,982020
2020-09-01,57.900002,61.799999,57.900002,60.700001,60.700001,952400
2020-09-02,70.099998,77.099998,64.599998,70.400002,70.400002,4305620
2020-09-03,69.400002,71.400002,64.800003,66.000000,66.000000,1062660
2020-09-04,67.599998,70.199997,62.299999,70.199997,70.199997,932880
2020-09-08,67.599998,69.500000,63.700001,64.199997,64.199997,666740
2020-09-09,65.400002,65.400002,61.099998,62.599998,62.599998,557820
2020-09-10,62.799999,63.599998,58.799999,59.400002,59.400002,588180
2020-09-11,60.599998,60.700001,56.000000,57.900002,57.900002,486300
2020-09-14,58.400002,58.700001,55.099998,55.400002,55.400002,463810
2020-09-15,56.000000,58.700001,55.200001,55.200001,55.200001,509930
2020-09-16,55.200001,58.799999,54.200001,57.599998,57.599998,438060
2020-09-17,56.700001,57.900002,55.799999,57.200001,57.200001,261970
2020-09-18,57.099998,57.400002,55.700001,56.700001,56.700001,242850
2020-09-21,54.200001,54.799999,50.099998,53.200001,53.200001,456320
2020-09-22,52.200001,53.200001,51.400002,52.099998,52.099998,209010
2020-09-23,52.200001,52.900002,47.400002,47.799999,47.799999,428520
2020-09-24,46.900002,49.000000,43.599998,46.099998,46.099998,456970
2020-09-25,46.400002,49.299999,45.000000,48.799999,48.799999,237550
2020-09-28,50.400002,50.400002,46.099998,49.099998,49.099998,467650
2020-09-29,48.799999,49.400002,47.500000,48.599998,48.599998,252000
2020-09-30,48.000000,49.500000,47.000000,47.099998,47.099998,251540
2020-10-01,47.799999,48.000000,46.299999,46.500000,46.500000,322380
2020-10-02,44.799999,46.599998,44.200001,46.500000,46.500000,357600
2020-10-05,43.000000,43.599998,40.500000,41.299999,41.299999,946880
2020-10-06,42.599998,42.700001,40.500000,40.599998,40.599998,840420
2020-10-07,40.799999,41.099998,39.400002,40.400002,40.400002,691770
2020-10-08,41.299999,41.799999,40.200001,41.400002,41.400002,786850
2020-10-09,41.700001,41.799999,40.400002,40.500000,40.500000,502140
2020-10-12,40.299999,40.900002,40.000000,40.799999,40.799999,324570
2020-10-13,39.000000,39.099998,35.200001,35.400002,35.400002,1016470
2020-10-14,30.900000,32.000000,26.600000,29.600000,29.600000,3170940
2020-10-15,28.400000,29.600000,27.600000,27.799999,27.799999,980860
2020-10-16,28.700001,32.900002,28.000000,30.400000,30.400000,1856580
2020-10-19,33.099998,38.799999,32.299999,35.400002,35.400002,4038510
2020-10-20,33.000000,33.099998,30.500000,30.900000,30.900000,1597880
2020-10-21,31.000000,31.299999,29.799999,30.000000,30.000000,727730
2020-10-22,29.600000,31.500000,28.400000,31.200001,31.200001,1233960
2020-10-23,31.299999,31.500000,29.500000,29.700001,29.700001,663500
2020-10-26,29.200001,29.299999,26.799999,27.500000,27.500000,1045880
2020-10-27,28.799999,29.000000,26.100000,27.900000,27.900000,1125130
2020-10-28,26.900000,27.400000,25.799999,26.100000,26.100000,814110
2020-10-29,26.500000,26.799999,24.799999,25.200001,25.200001,901930
2020-10-30,24.799999,24.900000,22.799999,23.600000,23.600000,1096880
2020-11-02,23.000000,23.200001,21.100000,21.500000,21.500000,1118010
2020-11-03,23.400000,25.900000,23.000000,23.400000,23.400000,1544190
2020-11-04,24.000000,24.299999,22.400000,23.100000,23.100000,760910
2020-11-05,23.500000,25.700001,22.700001,24.600000,24.600000,805620
2020-11-06,24.299999,26.200001,23.299999,24.900000,24.900000,904950
2020-11-09,42.700001,43.900002,32.299999,37.700001,37.700001,13251100
2020-11-10,39.900002,40.299999,33.400002,35.099998,35.099998,4212930
2020-11-11,32.299999,32.400002,30.000000,31.299999,31.299999,2406610
2020-11-12,30.700001,30.700001,29.200001,29.400000,29.400000,1472900
2020-11-13,29.799999,29.900000,27.799999,29.700001,29.700001,2199540
2020-11-16,33.900002,33.900002,30.500000,31.100000,31.100000,4760430
2020-11-17,30.100000,30.400000,29.000000,29.799999,29.799999,2248300
2020-11-18,30.799999,33.700001,30.100000,32.599998,32.599998,3171730
2020-11-19,31.600000,33.799999,31.500000,31.900000,31.900000,1398640
2020-11-20,32.500000,33.700001,32.099998,33.500000,33.500000,1708880
2020-11-23,35.099998,38.500000,34.099998,38.099998,38.099998,3151460
2020-11-24,41.599998,50.000000,41.500000,45.799999,45.799999,6288460
2020-11-25,45.700001,48.500000,42.000000,44.900002,44.900002,2264730
2020-11-27,45.400002,46.200001,43.599998,44.500000,44.500000,1009740
2020-11-30,44.099998,44.500000,39.900002,42.700001,42.700001,1655500
2020-12-01,44.299999,44.299999,40.900002,41.500000,41.500000,1213010
2020-12-02,40.799999,43.400002,39.500000,43.200001,43.200001,1184760
2020-12-03,40.099998,42.200001,35.000000,36.299999,36.299999,6608090
2020-12-04,37.500000,37.599998,33.000000,35.099998,35.099998,3315730
2020-12-07,34.500000,37.400002,33.299999,35.599998,35.599998,2050390
2020-12-08,36.099998,40.200001,36.099998,39.799999,39.799999,2953060
2020-12-09,42.200001,43.299999,37.500000,38.599998,38.599998,2099120
2020-12-10,37.900002,41.000000,37.700001,40.900002,40.900002,1987280
2020-12-11,40.400002,42.500000,38.700001,39.200001,39.200001,2231040
2020-12-14,40.099998,40.099998,30.000000,31.900000,31.900000,6715900
2020-12-15,32.400002,32.400002,27.600000,28.600000,28.600000,5443210
2020-12-16,28.700001,28.900000,27.200001,27.799999,27.799999,2542320
2020-12-17,28.000000,29.500000,27.400000,28.500000,28.500000,2379930
2020-12-18,28.500000,28.500000,27.600000,28.000000,28.000000,2194170
2020-12-21,26.100000,27.400000,25.799999,26.799999,26.799999,2269980
2020-12-22,27.299999,27.500000,25.200001,25.900000,25.900000,2163840
2020-12-23,25.799999,26.500000,25.400000,25.600000,25.600000,1572480
2020-12-24,25.900000,26.000000,24.799999,25.100000,25.100000,1109420
2020-12-28,26.299999,26.299999,23.600000,23.900000,23.900000,2394270
2020-12-29,24.400000,24.600000,22.799999,22.900000,22.900000,2108610
2020-12-30,23.000000,23.000000,21.299999,21.600000,21.600000,4027840
2020-12-31,21.700001,22.200001,20.799999,21.200001,21.200001,2823430
2021-01-04,22.000000,22.000000,20.000000,20.100000,20.100000,2987380
2021-01-05,19.900000,20.299999,19.100000,19.799999,19.799999,2814830
2021-01-06,20.299999,22.299999,19.700001,20.100000,20.100000,6736330
2021-01-07,20.799999,21.100000,20.200001,20.500000,20.500000,2615050
2021-01-08,20.900000,22.100000,20.700001,21.400000,21.400000,3955330
2021-01-11,21.600000,22.700001,21.500000,22.000000,22.000000,4169580
2021-01-12,22.400000,23.900000,22.400000,22.900000,22.900000,4154920
2021-01-13,23.299999,23.799999,21.299999,21.799999,21.799999,4584770
2021-01-14,22.200001,23.200001,21.299999,21.799999,21.799999,4963880
2021-01-15,22.000000,25.500000,21.799999,23.299999,23.299999,16235640
2021-01-19,28.000000,32.000000,25.700001,30.600000,30.600000,25627600
2021-01-20,32.900002,33.400002,27.500000,29.700001,29.700001,18186220
2021-01-21,30.000000,30.600000,28.500000,29.799999,29.799999,6482380
2021-01-22,29.100000,37.400002,28.100000,35.099998,35.099998,26827340
2021-01-25,47.099998,48.799999,38.500000,44.200001,44.200001,44323810
2021-01-26,50.900002,51.900002,43.700001,49.599998,49.599998,45685020
2021-01-27,203.399994,203.600006,110.099998,199.000000,199.000000,122234250
2021-01-28,119.800003,165.000000,65.099998,86.300003,86.300003,59122390
2021-01-29,143.100006,160.000000,116.000000,132.600006,132.600006,60219330
2021-02-01,170.000000,172.500000,129.100006,133.000000,133.000000,43460800
2021-02-02,94.800003,101.000000,60.000000,78.199997,78.199997,46277590
2021-02-03,88.500000,97.699997,78.900002,89.699997,89.699997,22140510
2021-02-04,87.000000,87.400002,70.000000,70.900002,70.900002,16298580
2021-02-05,71.699997,82.699997,65.199997,68.300003,68.300003,19709760
2021-02-08,68.800003,68.900002,57.500000,61.799999,61.799999,12817150
2021-02-09,58.099998,58.099998,52.599998,55.000000,55.000000,10258810
2021-02-10,57.099998,65.900002,54.500000,58.000000,58.000000,15281080
2021-02-11,56.200001,58.500000,54.700001,56.099998,56.099998,5592040
2021-02-12,57.200001,59.700001,55.200001,55.900002,55.900002,4677300
2021-02-16,60.299999,60.500000,54.900002,56.500000,56.500000,6116570
2021-02-17,55.799999,56.200001,53.200001,55.500000,55.500000,3884900
2021-02-18,58.400002,62.500000,54.599998,55.099998,55.099998,13054080
2021-02-19,55.400002,57.700001,55.099998,57.000000,57.000000,4024910
2021-02-22,59.299999,66.800003,57.500000,65.500000,65.500000,17340900
2021-02-23,69.699997,78.599998,60.099998,77.000000,77.000000,26487640
2021-02-24,72.300003,98.300003,69.900002,90.900002,90.900002,37688180
2021-02-25,108.900002,110.000000,78.500000,82.900002,82.900002,44571740
2021-02-26,81.900002,90.099998,76.300003,80.099998,80.099998,13702800
